scenario,controller,requested_controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,adp_diagnostics_available,adp_td_rms,adp_weight_peak,saturation_ratio,communication_violation_samples,communication_violation_steps,obstacle_violation_samples,obstacle_violation_steps,first_failure_time,finite,success
mass,heuristic_barrier_pd,heuristic_barrier_pd,heuristic_barrier_pd,42,0.0,0.02074558447010894,5.2219666705003585,1.2304160767202053,4.123196276805818,20.0,1.056564218161315,False,False,0.0,0.0,0.0004249150169966007,0,0,0,0,,True,True
mass,barrier_adp,barrier_adp,heuristic_barrier_adp_actor_critic,42,0.0,0.13305909252567744,5.222280491871362,1.5218400956695994,4.123106586081282,16.351761127235385,1.208548662753205,False,True,0.8720407552330183,1.5636495771111891,0.0,0,0,0,0,,True,True
