scenario,controller,requested_controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,adp_diagnostics_available,adp_td_rms,adp_weight_peak,saturation_ratio,communication_violation_samples,communication_violation_steps,obstacle_violation_samples,obstacle_violation_steps,first_failure_time,finite,success
disturbance,heuristic_barrier_pd,heuristic_barrier_pd,heuristic_barrier_pd,42,0.0,0.03404240194225814,5.221967042335491,1.2442733860594428,4.123196928385306,20.0,1.0688194266584705,False,False,0.0,0.0,0.0004249150169966007,0,0,0,0,,True,True
disturbance,barrier_adp,barrier_adp,heuristic_barrier_adp_actor_critic,42,0.0,0.13763148629841948,5.222281913421849,1.5150988325633967,4.1231065840921435,16.351761127235385,1.2210095927092608,False,True,0.8817420692719311,1.5636495771111891,0.0,0,0,0,0,,True,True
