scenario,controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,saturation_ratio,communication_violation_samples,obstacle_violation_samples,finite,success
delay,barrier_pd,heuristic_barrier_pd,42,100.0,0.020838703965806723,5.221967053545649,1.0454312160496586,4.261512343096297,20.0,1.5515349553167712,False,0.0006748650269946011,0,121,True,False
delay,full,engineering_stabilized,42,100.0,0.020744779126908895,5.221967053545649,1.0904173978938927,4.218844725735258,20.0,1.5152055624147227,False,0.0006748650269946011,0,84,True,False
