scenario,controller,requested_controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,adp_diagnostics_available,adp_td_rms,adp_weight_peak,saturation_ratio,communication_violation_samples,communication_violation_steps,obstacle_violation_samples,obstacle_violation_steps,first_failure_time,finite,success
delay,heuristic_barrier_pd,heuristic_barrier_pd,heuristic_barrier_pd,42,100.0,0.020838703965806723,5.221967053545649,1.0454312160496586,4.261512343096297,20.0,1.5515349553167712,False,False,0.0,0.0,0.0006748650269946011,0,0,121,121,2.06,True,False
delay,barrier_adp,barrier_adp,heuristic_barrier_adp_actor_critic,42,100.0,0.15045948723856942,5.222270255238506,0.7360503210495484,6.114110956084683,20.0,2.476614832300139,False,True,1.431215942791768,1.5636495771111891,0.0004249150169966007,0,0,300,300,1.92,True,False
