scenario,controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,saturation_ratio,communication_violation_samples,obstacle_violation_samples,finite,success
dynamic_obstacle,barrier_pd,heuristic_barrier_pd,42,0.0,0.020839490438305096,5.221967053545649,1.263043294592256,4.123368875138104,20.0,1.027426023267713,False,0.0004249150169966007,0,0,True,True
dynamic_obstacle,full,engineering_stabilized,42,0.0,0.02074813046929608,5.221967053545649,1.2764233841680914,4.123416637341035,20.0,1.012599494627593,False,0.0004249150169966007,0,0,True,True
