scenario,controller,requested_controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,adp_diagnostics_available,adp_td_rms,adp_weight_peak,saturation_ratio,communication_violation_samples,communication_violation_steps,obstacle_violation_samples,obstacle_violation_steps,first_failure_time,finite,success
delay,heuristic_barrier_pd,heuristic_barrier_pd,heuristic_barrier_pd,42,50.0,0.02083922653458141,5.221967053545649,1.2067482341962257,4.124965443035699,20.0,1.2504908352569273,False,False,0.0,0.0,0.0005498900219956009,0,0,0,0,,True,True
delay,barrier_adp,barrier_adp,heuristic_barrier_adp_actor_critic,42,50.0,0.2352645363355924,5.222270255238506,1.4627339802085766,4.2483100452116584,20.0,1.5617198710549847,False,True,1.1078863447644656,1.5636495771111891,0.00017496500699860028,0,0,0,0,,True,True
