scenario,controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,saturation_ratio,communication_violation_samples,obstacle_violation_samples,finite,success
delay,barrier_pd,heuristic_barrier_pd,42,50.0,0.02083922653458141,5.221967053545649,1.2067482341962257,4.124965443035699,20.0,1.2504908352569273,False,0.0005498900219956009,0,0,True,True
delay,full,engineering_stabilized,42,50.0,0.020747310407423204,5.221967053545649,1.2051961472488917,4.125365044585881,20.0,1.2206351103937023,False,0.0005498900219956009,0,0,True,True
