scenario,controller,requested_controller,controller_variant,seed,delay_ms,final_formation_rmse,max_formation_error,min_obstacle_distance,max_active_link_distance,input_peak,input_rms,rnn_error_available,adp_diagnostics_available,adp_td_rms,adp_weight_peak,saturation_ratio,communication_violation_samples,communication_violation_steps,obstacle_violation_samples,obstacle_violation_steps,first_failure_time,finite,success
dynamic_obstacle,heuristic_barrier_pd,heuristic_barrier_pd,heuristic_barrier_pd,42,0.0,0.020839490438305096,5.221967053545649,1.263043294592256,4.123368875138104,20.0,1.0274260232677133,False,False,0.0,0.0,0.0004249150169966007,0,0,0,0,,True,True
dynamic_obstacle,barrier_adp,barrier_adp,heuristic_barrier_adp_actor_critic,42,0.0,0.12242613361241539,5.222282003330615,1.5709973992711235,4.12313831869982,16.351761127235385,1.1696187118822485,False,True,0.7965188029943221,1.5636495771111891,0.0,0,0,0,0,,True,True
